REEF-No,NAME,FORMATION,SYSTEM,SERIES,INTERVAL,LAT,LON,PALEO-LAT,PALEO-LON,REF,BIOTA MAIN,BIOTA SEC,COUNTRY,PBDB,REMARKS
3569,"San Luca area, Vicenza",Salcedo,Paleogene,Oligocene,middle Oligocene,45.7667,11.6,43.3843,10.1134,2576,Corals,,Italy,69940,read more
3570,"Crosara area, Crosara unit, Vicenza",Calvene,Paleogene,Oligocene,lower Oligocene,45.7667,11.6,42.9855,9.97025,2576,Corals,,Italy,69968,read more
3571,"Cabanes reef, Saint-Paul-les-Dax, Landes",,Neogene,Miocene,Burdigalian,43.7333,-1.05,43.7627,-2.64192,2578,Corals,,France,70203,read more
3572,"Merignac, Bordeaux, Gironde",,Neogene,Miocene,Aquitanian-Burdigalian,44.8333,-0.6333,44.8373,-2.35912,2578,Corals,,France,70222,read more
3573,"Thil, Eau Blanche Valley, Gironde",,Neogene,Miocene,Aquitanian,44.7333,-0.6,44.6127,-2.57908,2578,Corals,,France,70232,read more
3574,"Martillac, Breyra Valley, Gironde",,Neogene,Miocene,Aquitanian,44.3667,-0.5167,44.2473,-2.48593,2578,Corals,,France,70242,read more
3575,"Ripiceni, Prut Valley, Moldavia",,Neogene,Miocene,Sarmatian,47.95,27.15,48.3142,25.956,2581,"Serpulids, worms, vermetids",,Romania,70570,read more
3576,"Plopis Mountains, Simleu Basin, Salaj",unknown,Neogene,Miocene,Sarmatian,47.1333,22.6833,46.5952,22.2989,3576,Microbes,,Romania,70575,read more
3577,"Schela, S Carpathians, Gorj",,Neogene,Miocene,Sarmatian,45.1667,23.3,44.6225,22.8676,2582,"Serpulids, worms, vermetids",,Romania,70617,read more
3578,"Sidi el Mahdjoub Reef, Ain Temouchent",,Neogene,Miocene,Messinian,35.55,-1.1667,35.4495,-1.39594,2584,Corals,,Algeria,70880,read more
3579,"Hammar Semmoumet Reef, Mascara",,Neogene,Miocene,Messinian,35.4833,-0.2,35.3765,-0.43117,2584,Corals,,Algeria,70882,read more
3580,"Ain Oumata Reef, Sidi Bel Abbes",,Neogene,Miocene,Messinian,35.3333,-0.6,35.2291,-0.832103,2584,Corals,,Algeria,70887,read more
3581,Boudinar Basin,,Neogene,Miocene,Messinian,35.15,-3.6167,35.0656,-3.84701,2584,Corals,,Morocco,70888,read more
3582,Kebdana Platform reefs,,Neogene,Miocene,Messinian,35,-2.65,34.9092,-2.88285,2584,Corals,,Morocco,70889,read more
3583,"Oued Kell reef, Meknes",,Neogene,Miocene,Tortonian-Messinian,33.65,-5.6167,33.555,-5.94271,2584,Corals,,Morocco,70890,read more
3584,"Betone Ech Chems Reef, Oujda",,Neogene,Miocene,Tortonian-Messinian,34.6333,-1.9333,34.5056,-2.25166,2584,Corals,,Morocco,70929,read more
3585,"Pamitran, Java",,Neogene,Miocene,Middle/Upper Miocene,-7.0333,106.8333,-7.42221,108.128,2585,Corals,,Indonesia,62861,read more
3586,Timor,,Neogene,Pliocene,Pliocene/Pleistocene,-9.5,123.5333,-9.42314,123.937,2585,Corals,,Indonesia,62863,read more
3587,"Tjisande, Lurahgung, Java",,Neogene,Miocene,Upper Miocene,-7,108.6667,-7.28849,109.653,2586,Corals,,Indonesia,45341,read more
3588,East Java,Sonde Beds,Neogene,Pliocene,Pliocene,-8,114,-8.09196,114.859,2414,Corals,,Indonesia,45344,read more
3589,"Soloriver, Padasamalang, Java",Kalibeng,Neogene,Pliocene,Upper Pliocene,-7.25,110.6667,-7.35999,111.103,2587,Corals,,Indonesia,45339,read more
3590,"Menkrawit beds, Mangkalihat Peninsula, Borneo",Menkravit,Neogene,Miocene,Middle Miocene,2,112,1.96915,113.655,2588,Corals,,Malaysia,45349,read more
3591,"Ngampel, North Java",Rembang,Neogene,Miocene,Middle Miocene,-6.7,111.3333,-6.75624,113.632,1944,Corals,,Indonesia,71056,read more
3592,"Nanggulan, Yogyakarta, Java",,Paleogene,Eocene,Upper Eocene,-7.7667,110.2,-4.48238,117.005,1944,Corals,,Indonesia,71057,read more
3594,"Eil (Bedei), Nogal River",,Paleogene,Oligocene,Chattian-Burdigalian,7.9667,49.8167,6.89375,46.9239,2589,Corals,,Somalia,71068,read more
3595,"Guantanamo, Cuba",,Paleogene,Oligocene,Oligocene,20.1333,-75.2,20.04,-69.5203,1903,Corals,,Cuba,71132,read more
3596,"Southern Marion Platform, ODP 194, Sites 1196, 1199",,Neogene,Miocene,Middle/Upper Miocene,-21,152.9167,-27.9512,151.591,0,Corals,,Australia,71260,read more
3597,"Buenos Aires area, Limon Basin",Quebrada Chocolate,Neogene,Pliocene,middle Pliocene,9.9833,-83.0833,9.90898,-82.5358,2591,Corals,,Costa Rica,71367,read more
3598,"Lomas del Mar, Limon Basin",Moin,Neogene,Pliocene,Pliocene-Pleistocene,10,-83.0333,9.94069,-82.5936,2591,Corals,,Costa Rica,71723,read more
3599,"Colon Island, Bocas del Toro",,Neogene,Pliocene,Upper Pliocene,9.3667,-82.2333,9.29872,-81.7178,2591,Corals,,Panama,73627,read more
3600,"Bastimentos Island, Bocas del Toro",,Neogene,Pliocene,Upper Pliocene,9.3,-82.1,9.23229,-81.5844,2591,Corals,,Panama,73632,read more
3601,Valiente Peninsula,Valiente,Neogene,Miocene,Middle Miocene,9.1333,-81.9,8.74344,-79.9376,2592,Corals,,Panama,73640,read more
3602,"Unda and Clino Wells, Great Bahama Bank",Lucayan,Quarternary,Pleistocene,early Pleistocene,24.65,-79.1167,24.6934,-78.6796,564,Corals,,Bahamas,73654,read more
3603,"Sama de Langreo-Mieres, Asturias",Sama,Carboniferous,Pennsylvanian,Westphal C/D,43.3,-5.6833,-6.06306,10.3969,2595,,,Spain,73298,read more
3604,"Battleship Wash patch reef, Nevada",Bird Spring,Permian,Cisuralian,Artinskian,36.7,-114.7,10.4915,-41.3565,2596,Echinoderms,,United States,74742,read more
3605,"Rasenriff, Telegraph Canyon Fm., Nevada",Telegraph Canyon,Devonian,Middle Devonian,Eifelian,38.8667,-117.9167,-24.7045,-58.664,2598,Corals,,United States,612,read more
3606,"Buonvicino section, N-Calabria",,Triassic,Upper Triassic,early-middle Norian,39.68,15.7,18.1109,13.8217,2599,Algae,,Italy,75941,read more
3607,Terziler cipits,,Triassic,Upper Triassic,Norian,37.75,31.1667,10.0632,22.3315,2603,Calcisponges,,Turkey,73859,read more
3608,Monti della Maddalena,,Triassic,Upper Triassic,Norian-Rhaetian,40.3833,15.6,20.5394,13.8202,2605,Corals,,Italy,73880,read more
3609,Kasal,,Triassic,Upper Triassic,Norian-Rhaetian,39.4667,27.4167,34.6411,27.3858,2606,Calcisponges,,Turkey,73892,read more
3610,"Mesici, Dinarides",,Triassic,Upper Triassic,Norian,43.75,18.9833,20.3115,18.28,2607,,,Bosnia and Herzegovina,73907,read more
3611,"Las Juntas, Sierra de Baza",,Triassic,Middle Triassic,Illyrian-Fassanian,37.3333,-2.9,2.17221,11.7942,2608,Calcisponges,,Spain,73970,read more
3612,"Sierra de la Joya, Lujar",,Triassic,Middle Triassic,Anisian,34.22,-2.25,1.77388,5.38113,2608,Microbes,,Spain,73975,read more
3613,"Perigord Noir, Dordogne",Gour-de-l'Arche,Cretaceous,Upper Cretaceous,upper Turonian,44.9167,0.9333,34.7865,2.23073,1532,Rudists,,France,74227,read more
3614,"Oued Zaafrane, Haddadah",Ghomrassen,Jurassic,Middle Jurassic,upper Callovian,33.1167,10.2833,21.673,11.5801,2609,Calcisponges,,Tunisia,76069,read more
3615,"Kamilja Reef, Leposavic, SW Serbia",,Cretaceous,Upper Cretaceous,Coniacian/Santonian,43.1,20.8,26.355,19.4977,2610,Rudists,,Yugoslavia,74561,read more
3616,"Fundina, Podgorica, Montenegro",,Cretaceous,Upper Cretaceous,Maastrichtian,42.4333,19.3667,29.7977,17.5401,2610,Rudists,,Yugoslavia,74562,read more
3617,"La Mounine, Marseille",,Cretaceous,Lower Cretaceous,Hauterivian,43.2167,5.3667,33.869,15.0758,1952,Stromatoporoids,,France,74565,read more
3618,"Le Logisson, Marseille",,Cretaceous,Lower Cretaceous,Hauterivian,43.2333,5.4667,33.888,15.1628,1952,Corals,,France,74567,read more
3619,"Les Tourre, Valtrede",,Cretaceous,Lower Cretaceous,Hauterivian,43.3833,5.1167,34.0295,14.8499,1952,Stromatoporoids,,France,74568,read more
3620,"Rustrel, Massif de Vaucluse, Provence",,Cretaceous,Lower Cretaceous,lower Aptian,43.9167,5.4833,33.8545,16.5779,2575,Corals,,France,64076,read more
3621,"Pleasant Valley Crossing, Blanco River, Texas",Glen Rose,Cretaceous,Lower Cretaceous,middle Albian,30,-98.2,28.5244,-58.9648,26,Rudists,,United States,74763,read more
3622,Hrusica and Nanos Mts.,Hrusica,Cretaceous,Upper Cretaceous,Cenomanian,45.85,14.1,28.2467,14.7585,2611,Rudists,,Slovenia,74892,read more
3623,Lijak Brook,,Cretaceous,Upper Cretaceous,Santonian-Campanian,45.95,13.7,31.0819,16.2029,2611,Rudists,,Slovenia,74975,read more
3624,"Bivalve reefs, Aliabad",Nayband,Triassic,Upper Triassic,Norian/Rhaetian,32.3367,57.3519,-13.5979,44.1312,2612,Non-rudist bivalves,,Iran,66938,read more
3625,Tatra Mountains,,Triassic,Upper Triassic,Rhaetian,49.15,20,29.2577,22.8006,2613,Corals,,Slovakia,42542,read more
3626,Vel`ká Fatra Mountains,,Triassic,Upper Triassic,Rhaetian,48.8833,19.0667,29.3804,22.0479,2613,Corals,,Slovakia,42543,read more
3627,"Strázovské Vrchy Mountains, Western Carparthians",Norovia,Triassic,Upper Triassic,Rhaetian,49.1167,18.5833,40.9275,15.2881,2613,Corals,,Slovakia,42546,read more
3628,"Malé Karpaty Mountains, Western Carparthians",,Triassic,Upper Triassic,Rhaetian,48.4167,17.3333,29.6467,20.6603,2613,Corals,,Slovakia,42548,read more
3629,"Rian, Alborz Mountains",Shemshak,Jurassic,Middle Jurassic,lower Bajocian,35.7675,53.6508,-13.1345,47.1323,2614,Corals,,Iran,73966,read more
3630,"Lenox reef, Central New York State",Coeymans,Devonian,Lower Devonian,late Lochkovian,43.0167,-75.7,-35.48,-33.4521,2615,Corals,,United States,76279,read more
3631,"Near Ohai, Southland",Nemo,Permian,Lopingian,Wuchiapingian,-45.9167,167.95,-75.1849,-174.768,2616,Corals,,New Zealand,73851,read more
3632,"Hess Ranch, Glass Mts., Texas",Hess,Permian,Cisuralian,Leonardian (Hessian),30.3667,-103.1611,1.62458,-33.0106,294,Calcisponges,,United States,43496,read more
3633,"Chinati Mountains, Texas",Cibolo,Permian,Cisuralian,Artinskian,29.9,-104.3833,-1.58205,-36.084,2618,Brachiopods,,United States,75861,read more
3634,"Russiz, Gorizia",,Paleogene,Eocene,lower Lutetian,45.9667,13.5167,39.5586,11.7792,2619,Corals,,Italy,75454,read more
3635,Vipava Valley,Trstelj,Paleogene,Eocene,Ypresian,45.8667,13.8833,37.3013,12.7489,2620,Corals,,Slovenia,75473,read more
3636,Crni Kal,,Paleogene,Eocene,lower Lutetian,45.55,13.85,39.1185,12.0178,2621,Corals,,Slovenia,71666,read more
3637,"Uhanje, Trstelj",,Paleogene,Eocene,Ilerdian,45.85,13.8667,37.2864,12.7315,2623,Algae,,Slovenia,77391,read more
3638,Road Cebulovica-Kozina,Trstelj,Paleogene,Paleocene,Thanetian,45.8333,13.8833,36.1442,12.8884,2620,Microbes,,Slovenia,,read more
3639,"Big Cedar Creek, Mason, Texas",Marble Falls,Carboniferous,Pennsylvanian,Atokan,30.6833,-99.4333,-9.26545,-37.1332,2625,Stromatoporoids,,United States,76209,read more
3640,"Hontoria, Asturia",Cuera Limestone,Carboniferous,Pennsylvanian,upper Moscovian,43.45,-4.9167,-7.27278,10.2287,2626,Corals,,Spain,76616,read more
3641,"Cuevas del Mar, Asturia",Cuera Limestone,Carboniferous,Pennsylvanian,upper Moscovian,43.45,-4.925,-7.26974,10.2234,2626,Algae,,Spain,76625,read more
3642,"Puentelles, Asturia",Puentelles,Carboniferous,Pennsylvanian,Kasimovian,43.3333,-4.6,-5.44402,11.726,2626,Algae,,Spain,76627,read more
3643,"Engihoul Quarry, Liege",Lives,Carboniferous,Mississippian,Holkerian,50.5833,5.4167,-8.94328,5.66227,2627,Corals,,Belgium,76653,read more
3644,"Poederlee, microbial buildup",,Carboniferous,Mississippian,Asbian,51.2333,4.8167,-7.55185,5.986,2628,Microbes,,Belgium,76655,read more
3645,"Little Asby Scar, coral assemblage PB",Potts Beck,Carboniferous,Mississippian,Asbian,54.4667,-2.35,-5.34679,1.02704,2629,Corals,,United Kingdom,76659,read more
3646,"Catcraig, Scotland",Middle Longcraig Limestone,Carboniferous,Mississippian,Brigantian,55.9833,-2.4833,-2.53178,2.04968,2627,Corals,,United Kingdom,76708,read more
3647,"Bricklieve Mountains, Sligo",Bricklieve Limestone,Carboniferous,Mississippian,Asbian,54.05,-8.3667,-6.18091,-2.42879,2630,Corals,,Ireland,76710,read more
3648,O-Donnells Rock,Glencar + Darty,Carboniferous,Mississippian,Asbian,54.25,-8.15,-5.97186,-2.3168,2630,Corals,,Ireland,76711,read more
3649,"Popeshall Quarry Buildup, Dublin",Lane,Carboniferous,Mississippian,upper Chadian,53.55,-6.1333,-9.35772,-2.61152,2631,Microbes,,Ireland,76877,read more
3650,"Clonalvy Buildup, Dublin",Lane,Carboniferous,Mississippian,upper Chadian,53.5833,-6.3333,-9.34166,-2.73547,2631,Microbes,,Ireland,76879,read more
3651,"Salmon Hill Buildup, Dublin",Holmpatrick,Carboniferous,Mississippian,Arundian,53.5833,-6.2167,-8.41156,-2.46605,2631,Microbes,,Ireland,76880,read more
3652,"Hoare-s Rock Buildup, Dublin",Holmpatrick,Carboniferous,Mississippian,Holkerian,53.5667,-6.4,-7.45348,-2.11455,2631,Microbes,,Ireland,76881,read more
3653,"Milverton Quarry Buildup, Dublin",Holmpatrick,Carboniferous,Mississippian,Holkerian,53.5667,-6.1333,-7.43633,-1.95575,2631,Microbes,,Ireland,76882,read more
3654,"Bechar Basin, Tagnana Formation, Donezella banks",Tagnana,Carboniferous,Mississippian,Serpukhovian,31.6,-2.2167,-20.3831,1.78379,2632,Algae,,Algeria,76885,read more
3655,"Bechar Basin, Donezella banks",Hassi Kerma,Carboniferous,Pennsylvanian,lower Bashkirian,31.6,-2.2167,-18.4355,2.66374,2632,Algae,,Algeria,76886,read more
3656,"Bechar Basin, Donezella banks",Oued el Hamar,Carboniferous,Pennsylvanian,upper Bashkirian,31.5833,-2.2333,-17.0829,3.31803,2632,Algae,,Algeria,76887,read more
3657,"Bechar Basin, Donezella banks",Oued bel Groun Formation,Carboniferous,Pennsylvanian,Moscovian,31.5833,-2.2333,-15.7487,4.03773,2632,Algae,,Algeria,76888,read more
3658,"Zavrh,Trnovski Gozd",,Cretaceous,Lower Cretaceous,Valanginian,46,13.7333,31.2339,21.1355,809,Corals,,Slovenia,76919,read more
3659,"Sabassona, Vic, Cataluna",,Paleogene,Eocene,upper Lutetian,41.9333,2.3,38.8885,-0.294389,549,Corals,,Spain,34480,read more
3660,Giza Pyramids Plateau,Mokattam,Paleogene,Eocene,Lutetian,29.9833,31.1333,22.5168,26.375,2633,Corals,,Egypt,76989,read more
3661,"Jibou area, serpulid-algal bioherm",,Paleogene,Eocene,Lutetian,47.2667,23.2833,40.1779,20.643,2634,"Serpulids, worms, vermetids",,Romania,76996,read more
3662,"Serraduy, Campo-Tremp area",,Paleogene,Eocene,Ilerdian,42.3833,0.5167,37.7275,-0.951683,2635,Corals,,Spain,77000,read more
3663,"Col de Vent, Campo-Tremp area",,Paleogene,Eocene,Ilerdian,42.3167,0.55,37.6601,-0.923505,2635,Algae,,Spain,77001,read more
3664,"Turbon anticline, Campo-Tremp area",,Paleogene,Eocene,Ilerdian,42.35,0.4667,37.6955,-0.999809,2635,Foraminifera,,Spain,77003,read more
3665,"Trudolyubovka, Crimea Mountains",,Cretaceous,Lower Cretaceous,lower Hauterivian,44.7833,34,37.1084,40.0746,2636,Corals,,Ukraine,77074,read more
3666,"Severn River, Ontario",Attawapiskat,Silurian,Llandovery,Telychian,55.6833,-88.1167,-10.3343,-45.924,2638,Stromatoporoids,,Canada,77332,read more
3667,"Ekwan River, Ontario",Attawapiskat,Silurian,Llandovery,Telychian,53.4583,-82.925,-13.8252,-44.548,2638,Stromatoporoids,,Canada,77334,read more
3668,"Harricana River, Quebec",Ekwan River,Silurian,Llandovery,Telychian,50.8167,-79.4167,-17.1757,-43.9058,2638,Corals,,Canada,77343,read more
3669,"Haapsalu area, Hilliste bioherm type 2, Ridala Pen",Hilleste,Silurian,Llandovery,middle Rhuddanian,58.9,23.4667,-26.2815,-1.66451,1082,Corals,,Estonia,77387,read more
3670,"Ireviken 1, Gotland",Visby,Silurian,Llandovery,Telychian,57.85,18.5833,-22.2744,-4.03975,1537,Corals,,Sweden,77409,read more
3671,"Upper Visby Beds, Gotland",Visby,Silurian,Wenlock,Sheinwoodian,57.6333,18.3,-18.5879,-4.39333,2639,Corals,,Sweden,13591,read more
3672,"Galgberget 1, Visby, Gotland",Tofta,Silurian,Wenlock,Sheinwoodian,57.65,18.3,-18.573,-4.40123,2123,Stromatoporoids,,Sweden,77535,read more
3673,"Slite area, Gotland",Slite,Silurian,Wenlock,Sheinwoodian/Homerian,57.6833,18.7833,-16.897,-4.31869,2639,Corals,,Sweden,13597,read more
3674,"Kedabek area, Lesser Caucasus",,Jurassic,Upper Jurassic,upper Oxfordian,40.55,45.8,35.4465,51.6626,2640,Corals,,Azerbaijan,78416,read more
3675,"Dashkesan area, Lesser Caucasus",,Jurassic,Upper Jurassic,upper Oxfordian,40.55,46.0667,35.4837,51.9072,2641,Corals,,Azerbaijan,78420,read more
3676,"Khanlar area, Lesser Caucasus",,Jurassic,Upper Jurassic,upper Oxfordian,40.35,46.3333,32.932,47.1521,2641,Corals,,Azerbaijan,78442,read more
3677,"Nagorny Karabakh, Lesser Caucasus",,Jurassic,Upper Jurassic,upper Oxfordian,39.4833,46.8667,32.4441,48.1322,2641,Corals,,Azerbaijan,78443,read more
3678,"Komintern, Lesser Caucasus",,Jurassic,Upper Jurassic,lower Kimmeridgian,40.55,45.8,35.3637,51.218,2640,Corals,,Azerbaijan,78451,read more
3679,"Dashkesanskiy rayon, Lesser Caucasus",,Jurassic,Upper Jurassic,lower Kimmeridgian,40.4833,46.0833,35.3337,51.4919,2640,Corals,,Azerbaijan,78456,read more
3680,"Nagorny Karabakh, Lesser Caucasus",,Jurassic,Upper Jurassic,lower Kimmeridgian,40.0833,46.5833,32.7135,47.3788,2640,Corals,,Azerbaijan,78458,read more
3681,"Khanlar area, Lesser Caucasus",,Jurassic,Upper Jurassic,lower Kimmeridgian,40.35,46.3333,32.8374,47.0176,2640,Corals,,Azerbaijan,78471,read more
3682,"Shakhverdlyar, Nagorny Karabakh, Lesser Caucasus",,Jurassic,Upper Jurassic,Kimmeridgian,39.7333,46.6667,32.4512,47.6641,2640,Corals,,Azerbaijan,78475,read more
3683,"Arysu, Kedabek area, Lesser Caucasus",,Jurassic,Upper Jurassic,upper Tithonian,40.4833,45.7167,32.7725,46.6364,2640,Corals,,Azerbaijan,78478,read more
3684,"Nagorny Karabakh, Lesser Caucasus",,Jurassic,Upper Jurassic,upper Tithonian,39.6667,46.6667,32.4363,47.8714,2640,Corals,,Azerbaijan,78481,read more
3685,"Alikuliushagy, Lesser Caucasus",,Cretaceous,Lower Cretaceous,Barremian,39.4333,46.4667,29.8084,49.9056,2642,Corals,,Azerbaijan,78699,read more
3686,Malyy Balkhan Mountains,,Cretaceous,Lower Cretaceous,lower Barremian,39.3333,55,33.4072,60.4289,2642,Corals,,Turkmenistan,78700,read more
3687,"W-Sayan Range, Siberia",Aktash,Silurian,,Llandovery,51.5833,89.6667,25.8118,20.3896,2643,Corals,,Russia,78710,read more
3688,"Belogorsk, Western Sayan Range",Belogorsk,Silurian,Wenlock,Wenlock,51.6333,90.3,32.9332,11.254,2643,Corals,,Russia,78713,read more
3689,"Kultash, Western Sayan Range",Kultash,Silurian,Wenlock,Wenlock,52.0333,90.4833,32.6842,10.858,2643,Corals,,Russia,78716,read more
3690,"Stoktysh, Western Sayan Range",Stoktysh,Silurian,Wenlock,Wenlock,51.6333,90.3,32.9332,11.254,2643,Corals,,Russia,78717,read more
3691,"Taslaysk, Western Sayan Range",Taslaysk,Silurian,Wenlock,Wenlock,51.6333,90.3,32.9332,11.254,2643,Corals,,Russia,78718,read more
3692,"Karakhem, Western Sayan Range",Karakhem,Silurian,Wenlock,Wenlock,51.6333,90.3,32.9332,11.254,2643,Corals,,Russia,78720,read more
3693,"Guadámez II, Retamal de Llerena, Estremadura",,Devonian,Lower Devonian,Emsian,38.625,-5.8028,-46.9063,30.663,2647,Stromatoporoids,,Spain,76963,read more
3694,"Peñón Cortado, Sierra Morena, Córdoba",,Devonian,Lower Devonian,Emsian,38.4167,-5.3167,-47.2858,30.9712,2647,Corals,,Spain,76980,read more
3695,"Dahlemer Mulde, Nordrhein-Westfalen, Rhenish Massif",,Devonian,Middle Devonian,Eifelian-Givetian,50.3972,6.5583,-23.8568,7.69557,915,Corals,,Germany,77049,read more
3696,"Shar yu River section, Chernyshev Ridge",,Devonian,Upper Devonian,late Frasnian,66.3333,59.3333,9.45582,9.10007,2536,Stromatoporoids,,Russia,77351,read more
3697,"Vireux-Molhain, Ardennes",St. Joseph,Devonian,Lower Devonian,Emsian,50.0903,4.7042,-28.0593,8.45216,2648,Stromatoporoids,,France,78474,read more
3698,"Demshin area, Sokil and Dzvenygorod Suites",Sokil,Silurian,Ludlow,middle Ludlovian,48.6,26.7667,-16.6904,4.39379,2651,Corals,,Ukraine,79030,read more
3699,"Sierra de la Estrella, Guadiato",Sierra del Castillo,Carboniferous,Mississippian,Asbian,38.15,-5,-18.7743,3.49019,2434,Corals,,Spain,79118,read more
3700,"Elegest II, Tuva",,Silurian,Ludlow,Ludlow,51.3667,93.9167,38.8965,2.99603,680,Corals,,Russia,79084,read more
3701,"Severnaya Zemlya, Srednij bioherms",Srednij,Silurian,Llandovery,Telychian,79.6167,95.5167,5.57866,-0.170574,2655,Corals,,Russia,79167,read more
3702,Dolenja Vas,,Paleogene,Paleocene,upper Danian,45.7333,14,34.895,12.8068,2656,Corals,,Slovenia,79284,read more
3703,"Elkino Horizon, Barabanovo, Middle Urals",,Silurian,Wenlock,Wenlock,56.4056,61.9278,-0.648172,12.3656,2657,Corals,,Russia,60245,read more
3704,"Is Horizon, Barabanovo, Middle Urals",,Silurian,Ludlow,Gorstian,56.4,61.9167,3.3598,11.6376,2657,Stromatoporoids,,Russia,60286,read more
3705,"Bankovyi Horizon, Barabanovo, Middle Urals",,Silurian,Ludlow,Ludfordian,56.4,61.9167,4.91187,10.6254,2657,Stromatoporoids,,Russia,60287,read more
3706,"Podolia, Demshin",Trubchin,Silurian,Pridoli,Pridoli,48.5,26.3,-17.6687,6.48545,1542,Corals,,Ukraine,23484,read more
3707,"Heceta Island, Marble Cove, Alaska",Heceta,Silurian,,Wenlock/Ludlow,55.7833,-133.4833,-2.78184,-91.8877,1102,Microbes,,United States,79356,read more
3708,"Prince of Wales Island, Alaska",Heceta,Silurian,,Wenlock/Ludlow,55.7833,-133.1667,-2.92799,-91.7859,1102,Corals,,United States,79358,read more
3709,Ouled Nail Mountains,,Jurassic,Upper Jurassic,upper Oxfordian,34.8333,4,26.1465,5.76379,2658,Corals,,Algeria,79366,read more
3710,"Djebel el Azreg, Ouled Nail Mountains",,Jurassic,Upper Jurassic,lower Kimmeridgian,34.1,2.8333,25.3264,6.89956,2658,Corals,,Algeria,79373,read more
3711,"Snowblind Creek, Cornwallis Island, Nunavut",Cape Phillips,Silurian,Ludlow,Ludlow,75.1389,-93.9014,3.33457,-30.6281,2659,Siliceous sponges,,Canada,79385,read more
3712,"Sukhoy River, Sette Daban Mountains, Yakutiya",Baraniy,Ordovician,Upper Ordovician,Ashgill,63.4,136.6833,13.7892,-2.42097,1665,Corals,,Russia,79407,read more
3713,"Krayniy +Sukhoy River, Sette Daban Mountains",Kuranakh,Silurian,,Llandovery,63.5167,136.6,20.1664,-8.42675,1665,Corals,,Russia,79416,read more
3714,"Krayniy + Sukhoy River, Sette Daban Mountains",Khandyg,Silurian,Llandovery,upper Llandovery,63.4,136.6667,20.2727,-8.48708,1665,Corals,,Russia,79417,read more
3715,"Krayniy + Sukhoy River, Sette Daban Mountains",Khandyg,Silurian,Wenlock,Wenlock,63.4,136.6833,26.3026,-18.7039,1665,Corals,,Russia,79419,read more
3716,"Otvorot River, Sette Daban Mountains",Khandyg,Silurian,,Llandovery,60.15,137.1,23.3743,-9.55625,1665,Corals,,Russia,79459,read more
3717,"Otvorot River, Sette Daban Mountains",Khandyg,Silurian,Wenlock,Wenlock,60.15,137.1,29.3336,-20.0488,1665,Corals,,Russia,79466,read more
3718,"Baraniy River, Sette Daban Mountains",Kuranakh,Silurian,,Llandovery,62.9333,138.1,20.5622,-9.28026,2660,Corals,,Russia,79511,read more
3719,"Baraniy + Sakkyryr River, Sette Daban Mountains",Khandyg,Silurian,,Llandovery,62.9333,138.1667,20.5541,-9.31152,2660,Corals,,Russia,79513,read more
3720,"Baraniy + Sakkyryr River, Sette Daban Mountains",Khandyg,Silurian,Wenlock,Wenlock,62.9333,138.1,26.5451,-19.5454,2660,Corals,,Russia,79527,read more
3721,"Shovdol Obo Mountains, Baruun-Urt, Eastern Gobi",,Ordovician,Upper Ordovician,Ashgill,46.6667,113.2667,26.5415,48.4521,2661,Corals,,Mongolia,79639,read more
3722,"Shara-Obo Mountains, Baruun-Urt, Eastern Gobi",Sharaobo,Devonian,Lower Devonian,Lochkovian,46.6667,113.2667,40.9749,39.4328,2662,Corals,,Mongolia,79693,read more
3723,"Baruun Dzerd Mountains, Eastern Gobi",Shargynul,Devonian,Lower Devonian,Emsian,45.5833,111.8167,36.9436,44.1495,2662,Corals,,Mongolia,79711,read more
3724,"Khabtagai-Ula, Eastern Gobi",Khabtagai,Devonian,Middle Devonian,Eifelian,44.5667,107.1667,36.477,42.4896,2662,Corals,,Mongolia,79712,read more
3725,"Tsakhir-Khalgain-Nuru, Tsogt area",Tsogt,Devonian,Lower Devonian,Lochkovian/Pragian,45.3333,96.6333,43.3242,12.428,2662,Microbes,,Mongolia,79713,read more
